#Time(s) flow thruput(Mb/s)
0.08s 11 0
0.08s 12 0
0.08s 13 0
0.08s 14 0
0.08s 15 0
0.08s 16 0
0.08s 17 0
0.08s 18 0
0.08s 19 0
0.09s 0 952.32
0.09s 1 952.73
0.09s 2 0
0.09s 3 0
0.09s 4 0
0.09s 5 0
0.09s 6 0
0.09s 7 0
0.09s 8 0
0.09s 9 0
0.09s 10 0
0.09s 11 0
0.09s 12 0
0.09s 13 0
0.09s 14 0
0.09s 15 0
0.09s 16 0
0.09s 17 0
0.09s 18 0
0.09s 19 0
0.1s 0 952.659
0.1s 1 953.21
0.1s 2 0
0.1s 3 0
0.1s 4 0
0.1s 5 0
0.1s 6 0
0.1s 7 0
0.1s 8 0
0.1s 9 0
0.1s 10 0
0.1s 11 0
0.1s 12 0
0.1s 13 0
0.1s 14 0
0.1s 15 0
0.1s 16 0
0.1s 17 0
0.1s 18 0
0.1s 19 0
0.11s 0 953.21
0.11s 1 952.32
0.11s 2 0
0.11s 3 0
0.11s 4 0
0.11s 5 0
0.11s 6 0
0.11s 7 0
0.11s 8 0
0.11s 9 0
0.11s 10 0
0.11s 11 0
0.11s 12 0
0.11s 13 0
0.11s 14 0
0.11s 15 0
0.11s 16 0
0.11s 17 0
0.11s 18 0
0.11s 19 0
0.12s 0 952.32
0.12s 1 952.32
0.12s 2 953.363
0.12s 3 0
0.12s 4 0
0.12s 5 0
0.12s 6 0
0.12s 7 0
0.12s 8 0
0.12s 9 0
0.12s 10 0
0.12s 11 0
0.12s 12 0
0.12s 13 0
0.12s 14 0
0.12s 15 0
0.12s 16 0
0.12s 17 0
0.12s 18 0
0.12s 19 0
0.13s 0 962.49
0.13s 1 953.549
0.13s 2 961.376
0.13s 3 0
0.13s 4 0
0.13s 5 0
0.13s 6 0
0.13s 7 0
0.13s 8 0
0.13s 9 0
0.13s 10 0
0.13s 11 0
0.13s 12 0
0.13s 13 0
0.13s 14 0
0.13s 15 0
0.13s 16 0
0.13s 17 0
0.13s 18 0
0.13s 19 0
0.14s 0 953.619
0.14s 1 952.32
0.14s 2 952.051
0.14s 3 0
0.14s 4 0
0.14s 5 0
0.14s 6 0
0.14s 7 0
0.14s 8 0
0.14s 9 0
0.14s 10 0
0.14s 11 0
0.14s 12 0
0.14s 13 0
0.14s 14 0
0.14s 15 0
0.14s 16 0
0.14s 17 0
0.14s 18 0
0.14s 19 0
0.15s 0 952.32
0.15s 1 953.069
0.15s 2 953.478
0.15s 3 0
0.15s 4 0
0.15s 5 0
0.15s 6 0
0.15s 7 0
0.15s 8 0
0.15s 9 0
0.15s 10 0
0.15s 11 0
0.15s 12 0
0.15s 13 0
0.15s 14 0
0.15s 15 0
0.15s 16 0
0.15s 17 0
0.15s 18 0
0.15s 19 0
0.16s 0 952.32
0.16s 1 953.21
0.16s 2 952.39
0.16s 3 0
0.16s 4 0
0.16s 5 0
0.16s 6 0
0.16s 7 0
0.16s 8 0
0.16s 9 0
0.16s 10 0
0.16s 11 0
0.16s 12 0
0.16s 13 0
0.16s 14 0
0.16s 15 0
0.16s 16 0
0.16s 17 0
0.16s 18 0
0.16s 19 0
0.17s 0 953.478
0.17s 1 952.32
0.17s 2 952.32
0.17s 3 471.469
0.17s 4 0
0.17s 5 0
0.17s 6 0
0.17s 7 0
0.17s 8 0
0.17s 9 0
0.17s 10 0
0.17s 11 0
0.17s 12 0
0.17s 13 0
0.17s 14 0
0.17s 15 0
0.17s 16 0
0.17s 17 0
0.17s 18 0
0.17s 19 0
0.18s 0 953.21
0.18s 1 956.544
0.18s 2 953.069
0.18s 3 963.789
0.18s 4 0
0.18s 5 0
0.18s 6 0
0.18s 7 0
0.18s 8 0
0.18s 9 0
0.18s 10 0
0.18s 11 0
0.18s 12 0
0.18s 13 0
0.18s 14 0
0.18s 15 0
0.18s 16 0
0.18s 17 0
0.18s 18 0
0.18s 19 0
0.19s 0 952.659
0.19s 1 959.085
0.19s 2 953.21
0.19s 3 955.507
0.19s 4 0
0.19s 5 0
0.19s 6 0
0.19s 7 0
0.19s 8 0
0.19s 9 0
0.19s 10 0
0.19s 11 0
0.19s 12 0
0.19s 13 0
0.19s 14 0
0.19s 15 0
0.19s 16 0
0.19s 17 0
0.19s 18 0
0.19s 19 0
0.2s 0 952.32
0.2s 1 952.32
0.2s 2 952.32
0.2s 3 952.73
0.2s 4 0
0.2s 5 0
0.2s 6 0
0.2s 7 0
0.2s 8 0
0.2s 9 0
0.2s 10 0
0.2s 11 0
0.2s 12 0
0.2s 13 0
0.2s 14 0
0.2s 15 0
0.2s 16 0
0.2s 17 0
0.2s 18 0
0.2s 19 0
0.21s 0 952.8
0.21s 1 953.21
0.21s 2 952.659
0.21s 3 952.32
0.21s 4 0
0.21s 5 0
0.21s 6 0
0.21s 7 0
0.21s 8 0
0.21s 9 0
0.21s 10 0
0.21s 11 0
0.21s 12 0
0.21s 13 0
0.21s 14 0
0.21s 15 0
0.21s 16 0
0.21s 17 0
0.21s 18 0
0.21s 19 0
0.22s 0 952.32
0.22s 1 952.659
0.22s 2 953.21
0.22s 3 953.21
0.22s 4 0
0.22s 5 0
0.22s 6 0
0.22s 7 0
0.22s 8 0
0.22s 9 0
0.22s 10 0
0.22s 11 0
0.22s 12 0
0.22s 13 0
0.22s 14 0
0.22s 15 0
0.22s 16 0
0.22s 17 0
0.22s 18 0
0.22s 19 0
0.23s 0 953.478
0.23s 1 952.8
0.23s 2 952.32
0.23s 3 952.32
0.23s 4 953.363
0.23s 5 0
0.23s 6 0
0.23s 7 0
0.23s 8 0
0.23s 9 0
0.23s 10 0
0.23s 11 0
0.23s 12 0
0.23s 13 0
0.23s 14 0
0.23s 15 0
0.23s 16 0
0.23s 17 0
0.23s 18 0
0.23s 19 0
0.24s 0 953.139
0.24s 1 952.32
0.24s 2 962.49
0.24s 3 953.549
0.24s 4 960.218
0.24s 5 0
0.24s 6 0
0.24s 7 0
0.24s 8 0
0.24s 9 0
0.24s 10 0
0.24s 11 0
0.24s 12 0
0.24s 13 0
0.24s 14 0
0.24s 15 0
0.24s 16 0
0.24s 17 0
0.24s 18 0
0.24s 19 0
0.25s 0 951.981
0.25s 1 953.478
0.25s 2 953.139
0.25s 3 952.32
0.25s 4 953.21
0.25s 5 0
0.25s 6 0
0.25s 7 0
0.25s 8 0
0.25s 9 0
0.25s 10 0
0.25s 11 0
0.25s 12 0
0.25s 13 0
0.25s 14 0
0.25s 15 0
0.25s 16 0
0.25s 17 0
0.25s 18 0
0.25s 19 0
0.26s 0 953.139
0.26s 1 952.32
0.26s 2 952.8
0.26s 3 953.069
0.26s 4 952.32
0.26s 5 0
0.26s 6 0
0.26s 7 0
0.26s 8 0
0.26s 9 0
0.26s 10 0
0.26s 11 0
0.26s 12 0
0.26s 13 0
0.26s 14 0
0.26s 15 0
0.26s 16 0
0.26s 17 0
0.26s 18 0
0.26s 19 0
0.27s 0 953.139
0.27s 1 953.21
0.27s 2 952.32
0.27s 3 952.32
0.27s 4 953.549
0.27s 5 0
0.27s 6 0
0.27s 7 0
0.27s 8 0
0.27s 9 0
0.27s 10 0
0.27s 11 0
0.27s 12 0
0.27s 13 0
0.27s 14 0
0.27s 15 0
0.27s 16 0
0.27s 17 0
0.27s 18 0
0.27s 19 0
0.28s 0 953.139
0.28s 1 952.659
0.28s 2 953.478
0.28s 3 953.21
0.28s 4 952.32
0.28s 5 471.469
0.28s 6 0
0.28s 7 0
0.28s 8 0
0.28s 9 0
0.28s 10 0
0.28s 11 0
0.28s 12 0
0.28s 13 0
0.28s 14 0
0.28s 15 0
0.28s 16 0
0.28s 17 0
0.28s 18 0
0.28s 19 0
0.29s 0 951.91
0.29s 1 952.32
0.29s 2 952.32
0.29s 3 956.544
0.29s 4 953.069
0.29s 5 963.789
0.29s 6 0
0.29s 7 0
0.29s 8 0
0.29s 9 0
0.29s 10 0
0.29s 11 0
0.29s 12 0
0.29s 13 0
0.29s 14 0
0.29s 15 0
0.29s 16 0
0.29s 17 0
0.29s 18 0
0.29s 19 0
0.3s 0 953.139
0.3s 1 952.8
0.3s 2 952.39
0.3s 3 957.926
0.3s 4 953.21
0.3s 5 955.507
0.3s 6 0
0.3s 7 0
0.3s 8 0
0.3s 9 0
0.3s 10 0
0.3s 11 0
0.3s 12 0
0.3s 13 0
0.3s 14 0
0.3s 15 0
0.3s 16 0
0.3s 17 0
0.3s 18 0
0.3s 19 0
0.31s 0 953.478
0.31s 1 952.73
0.31s 2 953.478
0.31s 3 953.478
0.31s 4 952.32
0.31s 5 952.73
0.31s 6 0
0.31s 7 0
0.31s 8 0
0.31s 9 0
0.31s 10 0
0.31s 11 0
0.31s 12 0
0.31s 13 0
0.31s 14 0
0.31s 15 0
0.31s 16 0
0.31s 17 0
0.31s 18 0
0.31s 19 0
0.32s 0 951.981
0.32s 1 953.139
0.32s 2 952.8
0.32s 3 953.21
0.32s 4 952.659
0.32s 5 952.32
0.32s 6 0
0.32s 7 0
0.32s 8 0
0.32s 9 0
0.32s 10 0
0.32s 11 0
0.32s 12 0
0.32s 13 0
0.32s 14 0
0.32s 15 0
0.32s 16 0
0.32s 17 0
0.32s 18 0
0.32s 19 0
0.33s 0 953.139
0.33s 1 953.139
0.33s 2 952.32
0.33s 3 952.659
0.33s 4 953.21
0.33s 5 953.21
0.33s 6 0
0.33s 7 0
0.33s 8 0
0.33s 9 0
0.33s 10 0
0.33s 11 0
0.33s 12 0
0.33s 13 0
0.33s 14 0
0.33s 15 0
0.33s 16 0
0.33s 17 0
0.33s 18 0
0.33s 19 0
0.34s 0 952.32
0.34s 1 952.659
0.34s 2 953.478
0.34s 3 952.8
0.34s 4 952.32
0.34s 5 952.32
0.34s 6 953.363
0.34s 7 0
0.34s 8 0
0.34s 9 0
0.34s 10 0
0.34s 11 0
0.34s 12 0
0.34s 13 0
0.34s 14 0
0.34s 15 0
0.34s 16 0
0.34s 17 0
0.34s 18 0
0.34s 19 0
0.35s 0 953.139
0.35s 1 953.139
0.35s 2 951.981
0.35s 3 952.32
0.35s 4 962.49
0.35s 5 953.549
0.35s 6 960.218
0.35s 7 0
0.35s 8 0
0.35s 9 0
0.35s 10 0
0.35s 11 0
0.35s 12 0
0.35s 13 0
0.35s 14 0
0.35s 15 0
0.35s 16 0
0.35s 17 0
0.35s 18 0
0.35s 19 0
0.36s 0 953.069
0.36s 1 952.73
0.36s 2 953.139
0.36s 3 952.32
0.36s 4 953.139
0.36s 5 952.32
0.36s 6 953.21
0.36s 7 0
0.36s 8 0
0.36s 9 0
0.36s 10 0
0.36s 11 0
0.36s 12 0
0.36s 13 0
0.36s 14 0
0.36s 15 0
0.36s 16 0
0.36s 17 0
0.36s 18 0
0.36s 19 0
0.37s 0 953.139
0.37s 1 951.981
0.37s 2 953.139
0.37s 3 953.478
0.37s 4 952.8
0.37s 5 953.069
0.37s 6 952.32
0.37s 7 0
0.37s 8 0
0.37s 9 0
0.37s 10 0
0.37s 11 0
0.37s 12 0
0.37s 13 0
0.37s 14 0
0.37s 15 0
0.37s 16 0
0.37s 17 0
0.37s 18 0
0.37s 19 0
0.38s 0 951.981
0.38s 1 953.069
0.38s 2 953.139
0.38s 3 953.21
0.38s 4 952.32
0.38s 5 952.32
0.38s 6 953.549
0.38s 7 0
0.38s 8 0
0.38s 9 0
0.38s 10 0
0.38s 11 0
0.38s 12 0
0.38s 13 0
0.38s 14 0
0.38s 15 0
0.38s 16 0
0.38s 17 0
0.38s 18 0
0.38s 19 0
0.39s 0 952.73
0.39s 1 953.139
0.39s 2 952.25
0.39s 3 952.659
0.39s 4 953.478
0.39s 5 953.21
0.39s 6 952.32
0.39s 7 470.31
0.39s 8 0
0.39s 9 0
0.39s 10 0
0.39s 11 0
0.39s 12 0
0.39s 13 0
0.39s 14 0
0.39s 15 0
0.39s 16 0
0.39s 17 0
0.39s 18 0
0.39s 19 0
0.4s 0 953.478
0.4s 1 953.21
0.4s 2 952.8
0.4s 3 952.32
0.4s 4 952.32
0.4s 5 956.544
0.4s 6 953.069
0.4s 7 964.947
0.4s 8 0
0.4s 9 0
0.4s 10 0
0.4s 11 0
0.4s 12 0
0.4s 13 0
0.4s 14 0
0.4s 15 0
0.4s 16 0
0.4s 17 0
0.4s 18 0
0.4s 19 0
0.41s 0 953.139
0.41s 1 952.25
0.41s 2 953.139
0.41s 3 952.8
0.41s 4 952.39
0.41s 5 959.085
0.41s 6 952.32
0.41s 7 955.507
0.41s 8 0
0.41s 9 0
0.41s 10 0
0.41s 11 0
0.41s 12 0
0.41s 13 0
0.41s 14 0
0.41s 15 0
0.41s 16 0
0.41s 17 0
0.41s 18 0
0.41s 19 0
0.42s 0 951.981
0.42s 1 953.139
0.42s 2 952.32
0.42s 3 952.73
0.42s 4 953.478
0.42s 5 952.32
0.42s 6 953.21
0.42s 7 952.73
0.42s 8 0
0.42s 9 0
0.42s 10 0
0.42s 11 0
0.42s 12 0
0.42s 13 0
0.42s 14 0
0.42s 15 0
0.42s 16 0
0.42s 17 0
0.42s 18 0
0.42s 19 0
0.43s 0 953.069
0.43s 1 953.21
0.43s 2 953.139
0.43s 3 953.139
0.43s 4 952.8
0.43s 5 953.21
0.43s 6 952.659
0.43s 7 952.32
0.43s 8 0
0.43s 9 0
0.43s 10 0
0.43s 11 0
0.43s 12 0
0.43s 13 0
0.43s 14 0
0.43s 15 0
0.43s 16 0
0.43s 17 0
0.43s 18 0
0.43s 19 0
0.44s 0 953.139
0.44s 1 951.91
0.44s 2 953.139
0.44s 3 953.139
0.44s 4 952.32
0.44s 5 952.659
0.44s 6 953.21
0.44s 7 953.21
0.44s 8 0
0.44s 9 0
0.44s 10 0
0.44s 11 0
0.44s 12 0
0.44s 13 0
0.44s 14 0
0.44s 15 0
0.44s 16 0
0.44s 17 0
0.44s 18 0
0.44s 19 0
0.45s 0 952.32
0.45s 1 953.478
0.45s 2 952.32
0.45s 3 952.659
0.45s 4 953.478
0.45s 5 952.8
0.45s 6 952.32
0.45s 7 952.32
0.45s 8 952.205
0.45s 9 0
0.45s 10 0
0.45s 11 0
0.45s 12 0
0.45s 13 0
0.45s 14 0
0.45s 15 0
0.45s 16 0
0.45s 17 0
0.45s 18 0
0.45s 19 0
0.46s 0 953.21
0.46s 1 951.981
0.46s 2 953.139
0.46s 3 951.981
0.46s 4 951.981
0.46s 5 952.32
0.46s 6 962.49
0.46s 7 952.659
0.46s 8 961.376
0.46s 9 0
0.46s 10 0
0.46s 11 0
0.46s 12 0
0.46s 13 0
0.46s 14 0
0.46s 15 0
0.46s 16 0
0.46s 17 0
0.46s 18 0
0.46s 19 0
0.47s 0 951.91
0.47s 1 953.139
0.47s 2 951.91
0.47s 3 952.73
0.47s 4 952.25
0.47s 5 952.32
0.47s 6 951.981
0.47s 7 952.32
0.47s 8 952.32
0.47s 9 0
0.47s 10 0
0.47s 11 0
0.47s 12 0
0.47s 13 0
0.47s 14 0
0.47s 15 0
0.47s 16 0
0.47s 17 0
0.47s 18 0
0.47s 19 0
0.48s 0 953.139
0.48s 1 951.91
0.48s 2 953.139
0.48s 3 953.139
0.48s 4 953.139
0.48s 5 952.32
0.48s 6 952.32
0.48s 7 952.8
0.48s 8 952.32
0.48s 9 0
0.48s 10 0
0.48s 11 0
0.48s 12 0
0.48s 13 0
0.48s 14 0
0.48s 15 0
0.48s 16 0
0.48s 17 0
0.48s 18 0
0.48s 19 0
0.49s 0 953.139
0.49s 1 953.478
0.49s 2 953.139
0.49s 3 951.91
0.49s 4 953.139
0.49s 5 953.478
0.49s 6 953.478
0.49s 7 952.32
0.49s 8 953.549
0.49s 9 0
0.49s 10 0
0.49s 11 0
0.49s 12 0
0.49s 13 0
0.49s 14 0
0.49s 15 0
0.49s 16 0
0.49s 17 0
0.49s 18 0
0.49s 19 0
0.5s 0 952.32
0.5s 1 952.32
0.5s 2 952.25
0.5s 3 953.139
0.5s 4 951.981
0.5s 5 951.162
0.5s 6 951.91
0.5s 7 952.32
0.5s 8 951.162
0.5s 9 469.152
0.5s 10 0
0.5s 11 0
0.5s 12 0
0.5s 13 0
0.5s 14 0
0.5s 15 0
0.5s 16 0
0.5s 17 0
0.5s 18 0
0.5s 19 0
0.51s 0 919.962
0.51s 1 920.851
0.51s 2 920.032
0.51s 3 920.781
0.51s 4 921.53
0.51s 5 921.53
0.51s 6 920.781
0.51s 7 924.998
0.51s 8 921.19
0.51s 9 931.354
0.51s 10 0
0.51s 11 0
0.51s 12 0
0.51s 13 0
0.51s 14 0
0.51s 15 0
0.51s 16 0
0.51s 17 0
0.51s 18 0
0.51s 19 0
0.52s 0 951.514
0.52s 1 951.853
0.52s 2 951.782
0.52s 3 951.386
0.52s 4 951.36
0.52s 5 951.686
0.52s 6 951.898
0.52s 7 952.205
0.52s 8 951.955
0.52s 9 933.67
0.52s 10 0
0.52s 11 0
0.52s 12 0
0.52s 13 0
0.52s 14 0
0.52s 15 0
0.52s 16 0
0.52s 17 0
0.52s 18 0
0.52s 19 0
0.53s 0 964.947
0.53s 1 963.789
0.53s 2 964.947
0.53s 3 963.789
0.53s 4 963.789
0.53s 5 963.789
0.53s 6 963.789
0.53s 7 963.789
0.53s 8 963.789
0.53s 9 56.7616
0.53s 10 0
0.53s 11 0
0.53s 12 0
0.53s 13 0
0.53s 14 0
0.53s 15 0
0.53s 16 0
0.53s 17 0
0.53s 18 0
0.53s 19 0
0.54s 0 960.09
0.54s 1 960.09
0.54s 2 960.23
0.54s 3 961.446
0.54s 4 960.243
0.54s 5 960.397
0.54s 6 961.344
0.54s 7 956.819
0.54s 8 960.467
0.54s 9 1.1584
0.54s 10 0
0.54s 11 0
0.54s 12 0
0.54s 13 0
0.54s 14 0
0.54s 15 0
0.54s 16 0
0.54s 17 0
0.54s 18 0
0.54s 19 0
0.55s 0 952.73
0.55s 1 953.619
0.55s 2 953.139
0.55s 3 952.25
0.55s 4 953.21
0.55s 5 953.478
0.55s 6 952.32
0.55s 7 953.069
0.55s 8 953.478
0.55s 9 1.1584
0.55s 10 0
0.55s 11 0
0.55s 12 0
0.55s 13 0
0.55s 14 0
0.55s 15 0
0.55s 16 0
0.55s 17 0
0.55s 18 0
0.55s 19 0
0.56s 0 953.21
0.56s 1 952.32
0.56s 2 952.8
0.56s 3 953.21
0.56s 4 952.32
0.56s 5 952.32
0.56s 6 952.39
0.56s 7 951.981
0.56s 8 952.32
0.56s 9 1.1584
0.56s 10 920.928
0.56s 11 0
0.56s 12 0
0.56s 13 0
0.56s 14 0
0.56s 15 0
0.56s 16 0
0.56s 17 0
0.56s 18 0
0.56s 19 0
0.57s 0 961.082
0.57s 1 961.094
0.57s 2 960.218
0.57s 3 960.147
0.57s 4 961.19
0.57s 5 960.838
0.57s 6 961.075
0.57s 7 960.838
0.57s 8 960.614
0.57s 9 1.1584
0.57s 10 332.461
0.57s 11 0
0.57s 12 0
0.57s 13 0
0.57s 14 0
0.57s 15 0
0.57s 16 0
0.57s 17 0
0.57s 18 0
0.57s 19 0
0.58s 0 960.282
0.58s 1 961.498
0.58s 2 961.555
0.58s 3 961.286
0.58s 4 961.472
0.58s 5 961.485
0.58s 6 961.587
0.58s 7 961.414
0.58s 8 961.299
0.58s 9 1.1584
0.58s 10 1.1584
0.58s 11 0
0.58s 12 0
0.58s 13 0
0.58s 14 0
0.58s 15 0
0.58s 16 0
0.58s 17 0
0.58s 18 0
0.58s 19 0
0.59s 0 953.619
0.59s 1 951.981
0.59s 2 952.32
0.59s 3 953.478
0.59s 4 952.32
0.59s 5 952.32
0.59s 6 952.32
0.59s 7 952.32
0.59s 8 952.73
0.59s 9 1.1584
0.59s 10 455.251
0.59s 11 0
0.59s 12 0
0.59s 13 0
0.59s 14 0
0.59s 15 0
0.59s 16 0
0.59s 17 0
0.59s 18 0
0.59s 19 0
0.6s 0 952.32
0.6s 1 953.478
0.6s 2 953.21
0.6s 3 952.39
0.6s 4 952.32
0.6s 5 953.478
0.6s 6 953.478
0.6s 7 953.478
0.6s 8 953.478
0.6s 9 1.1584
0.6s 10 817.83
0.6s 11 0
0.6s 12 0
0.6s 13 0
0.6s 14 0
0.6s 15 0
0.6s 16 0
0.6s 17 0
0.6s 18 0
0.6s 19 0
0.61s 0 959.987
0.61s 1 960.442
0.61s 2 959.814
0.61s 3 960.838
0.61s 4 960.838
0.61s 5 960.243
0.61s 6 959.718
0.61s 7 959.776
0.61s 8 959.462
0.61s 9 1.1584
0.61s 10 820.147
0.61s 11 317.402
0.61s 12 0
0.61s 13 0
0.61s 14 0
0.61s 15 0
0.61s 16 0
0.61s 17 0
0.61s 18 0
0.61s 19 0
0.62s 0 960.096
0.62s 1 960.09
0.62s 2 960.09
0.62s 3 960.09
0.62s 4 960.09
0.62s 5 960.09
0.62s 6 960.09
0.62s 7 960.096
0.62s 8 960.486
0.62s 9 1.1584
0.62s 10 110.048
0.62s 11 17.376
0.62s 12 0
0.62s 13 0
0.62s 14 0
0.62s 15 0
0.62s 16 0
0.62s 17 0
0.62s 18 0
0.62s 19 0
0.63s 0 958.106
0.63s 1 956.979
0.63s 2 957.946
0.63s 3 956.851
0.63s 4 958.08
0.63s 5 956.698
0.63s 6 958.112
0.63s 7 958.048
0.63s 8 963.789
0.63s 9 1.1584
0.63s 10 1.1584
0.63s 11 1.1584
0.63s 12 0
0.63s 13 0
0.63s 14 0
0.63s 15 0
0.63s 16 0
0.63s 17 0
0.63s 18 0
0.63s 19 0
0.64s 0 952.32
0.64s 1 953.139
0.64s 2 953.139
0.64s 3 953.139
0.64s 4 951.981
0.64s 5 953.21
0.64s 6 951.91
0.64s 7 952.32
0.64s 8 964.947
0.64s 9 1.1584
0.64s 10 443.667
0.64s 11 1.1584
0.64s 12 0
0.64s 13 0
0.64s 14 0
0.64s 15 0
0.64s 16 0
0.64s 17 0
0.64s 18 0
0.64s 19 0
0.65s 0 956.781
0.65s 1 956.525
0.65s 2 956.736
0.65s 3 957.018
0.65s 4 957.683
0.65s 5 956.851
0.65s 6 956.851
0.65s 7 956.806
0.65s 8 963.789
0.65s 9 1.1584
0.65s 10 761.069
0.65s 11 1.1584
0.65s 12 0
0.65s 13 0
0.65s 14 0
0.65s 15 0
0.65s 16 0
0.65s 17 0
0.65s 18 0
0.65s 19 0
0.66s 0 964.723
0.66s 1 962.406
0.66s 2 963.565
0.66s 3 962.406
0.66s 4 962.406
0.66s 5 963.565
0.66s 6 964.723
0.66s 7 963.565
0.66s 8 963.789
0.66s 9 1.1584
0.66s 10 790.029
0.66s 11 1.1584
0.66s 12 0
0.66s 13 0
0.66s 14 0
0.66s 15 0
0.66s 16 0
0.66s 17 0
0.66s 18 0
0.66s 19 0
0.67s 0 963.686
0.67s 1 958.963
0.67s 2 963.648
0.67s 3 963.789
0.67s 4 963.616
0.67s 5 963.878
0.67s 6 963.571
0.67s 7 963.853
0.67s 8 963.789
0.67s 9 1.1584
0.67s 10 681.139
0.67s 11 1.1584
0.67s 12 44.0192
0.67s 13 0
0.67s 14 0
0.67s 15 0
0.67s 16 0
0.67s 17 0
0.67s 18 0
0.67s 19 0
0.68s 0 963.789
0.68s 1 962.445
0.68s 2 965.043
0.68s 3 963.789
0.68s 4 964.723
0.68s 5 963.789
0.68s 6 963.789
0.68s 7 963.789
0.68s 8 963.789
0.68s 9 1.1584
0.68s 10 739.059
0.68s 11 1.1584
0.68s 12 2.3168
0.68s 13 0
0.68s 14 0
0.68s 15 0
0.68s 16 0
0.68s 17 0
0.68s 18 0
0.68s 19 0
0.69s 0 963.565
0.69s 1 962.56
0.69s 2 963.738
0.69s 3 963.565
0.69s 4 963.706
0.69s 5 963.565
0.69s 6 964.723
0.69s 7 963.789
0.69s 8 964.947
0.69s 9 1.1584
0.69s 10 942.938
0.69s 11 1.1584
0.69s 12 1.1584
0.69s 13 0
0.69s 14 0
0.69s 15 0
0.69s 16 0
0.69s 17 0
0.69s 18 0
0.69s 19 0
0.7s 0 958.931
0.7s 1 958.931
0.7s 2 957.824
0.7s 3 960.09
0.7s 4 958.931
0.7s 5 960.09
0.7s 6 957.773
0.7s 7 960.09
0.7s 8 963.789
0.7s 9 1.1584
0.7s 10 846.79
0.7s 11 1.1584
0.7s 12 1.1584
0.7s 13 0
0.7s 14 0
0.7s 15 0
0.7s 16 0
0.7s 17 0
0.7s 18 0
0.7s 19 0
0.71s 0 956.614
0.71s 1 956.838
0.71s 2 957.805
0.71s 3 956.685
0.71s 4 957.773
0.71s 5 956.762
0.71s 6 956.998
0.71s 7 957.018
0.71s 8 963.789
0.71s 9 1.1584
0.71s 10 721.683
0.71s 11 1.1584
0.71s 12 1.1584
0.71s 13 0
0.71s 14 0
0.71s 15 0
0.71s 16 0
0.71s 17 0
0.71s 18 0
0.71s 19 0
0.72s 0 962.63
0.72s 1 962.419
0.72s 2 961.459
0.72s 3 962.579
0.72s 4 962.56
0.72s 5 962.483
0.72s 6 962.253
0.72s 7 962.15
0.72s 8 963.789
0.72s 9 1.1584
0.72s 10 873.434
0.72s 11 1.1584
0.72s 12 1.1584
